text,sentiment
Teleste BK Optiflex amplifier products will be used in ongoing capacity upgrade of KDG 's network to bi-directionality .,neutral
Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .,neutral
Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas .,neutral
"The 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught .",neutral
"The acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with L+ñnnen Tehtaat 's other businesses .",neutral
The acquisition price was not disclosed .,neutral
The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors .,neutral
"The aim of the CEO 's Q&A sessions is to give further clarity on information , which has been made public already earlier .",neutral
The Board of Directors was authorized to decide on other terms of the share issue .,neutral
The bridge will be 1.2 km long and is located between Anasmotet by the road E20 and the new traffic junction in Marieholm by the road E45 .,neutral
"The buildings , with about 40 condominiums each , will be built in 4 or 5 stages .",neutral
"The business area has operations in Finland , Sweden , Denmark , Estonia , Latvia and Lithuania .",neutral
"The buyer is real estate owner Propertos Oy , but the companies have agreed not to disclose financial details of the deal .",neutral
The capital structure of Solidium may be complemented by other financial instruments in the future .,neutral
The category was marked by maturity and the recession .,neutral
The chain is to unite 45-50 centres by the end of 2008 .,neutral
The company has some 410 employees and an annual turnover of EUR65 .4 m. Vaahto Group is listed on the Nordic Exchange in Helsinki .,neutral
"The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills .",neutral
"The company offers payroll services , including payroll processing , payroll tax administration , and employee pay services , including direct deposit , check signing , and Readychex .",neutral
"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance .",neutral
The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006 .,neutral
The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting .,neutral
"The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets .",neutral
The company 's share is listed in the Mid Cap segment of the NASDAQ OMX Helsinki .,neutral
The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS .,neutral
"The company 's US subsidiary Vaisala Inc. acquires Aviation Systems Maintenance , Inc ASMI , a Kansas , U.S. based airport service company with over 2.6 million USD net sales in 2008 .",neutral
The company said that it has started to investigate streamlining its operations in order to meet the tightening competition on the mobile phone charger market .,positive
The company then said it will focus its resources on clinical research .,neutral
The Company turnover amounted to MEUR 27.9 in 2007 .,neutral
The company website is www.ahlstrom.com .,neutral
The company will be part of Teleste 's Video and Broadband Solutions business area .,neutral
"The company will publish its financial statement for 2008 on February 25 , 2009 .",neutral
The company will release its 2010 results on 11 February 2011 .,neutral
"The company will use the money for product development and research activities through 2013 in its key markets Finland , Germany , Italy and France .",neutral
The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations .,neutral
"The contract covers turnkey deliveries to all five airports operated by the authority -- John F Kennedy , LaGuardia , Newark , Teterboro and Stewart International .",neutral
The contract includes heating plant equipment and associated installation work .,neutral
The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .,neutral
The contracts comprise turnkey orders for RoRo systems for two RoRo-cruise vessels under construction for Viking Line and Tallink .,neutral
"The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says .",neutral
The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk .,neutral
The customers will have an access to integrated propeller and gear packages from one source .,neutral
The deal is subject to approval by the Norwegian competition authorities .,neutral
The deal means that ten persons in three countries will transfer to Tieto .,neutral
The deal will have no significant effect on the acquiring company 's equity ratio .,neutral
The deliveries are scheduled for the summer and autumn of 2008 .,neutral
"The development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in Russia .",neutral
"The e-commerce site and flagship will be managed by Marimekko North America Retail LLC , a subsidiary established in the U.S. last year .",neutral
"The final price will be specified by 14 May 2010 , the acquiring company said .",neutral
"The Finland-based company says it will move into an existing 260,000-square-foot facility in September .",neutral
"The Finnish business delegation includes representatives from over 20 companies that include Nokia Corp , Finnfund , Outokumpu Oyj , OKO Bank , Alteams Oy and Cargotec Corp. .",neutral
"The Finnish company is building a 800,000 mt-year biodiesel plant in Singapore .",neutral
"The firm 's UK head office is in Rugby Road , Lutterworth .",neutral
The first group of customers to be trained will be paint-shop owners and their assistants .,neutral
The first stage of the contract covers 133 stores and 600 cash registers .,neutral
"The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland .",neutral
The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress .,neutral
The front surfaces of these valve plates are directed towards each other .,neutral
The ground barleycorn has been fully produced in Finland and will be available in stores as of the beginning of 2010 .,neutral
The implementation of the deal is subject to the approval by the Finnish Competition Authority .,neutral
"The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic .",neutral
The increase range will vary up to 10 % .,neutral
The initial estimated total value was 1744900 EUR and the final award value was 1744900 EUR .,neutral
"The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April .",neutral
"The latest date for registration is on 4 April , 2006 .",neutral
The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland .,negative
The Line 4 will run fully underground and will comprise 10 stations which will be executed in two implementation stages .,neutral
The majority of the company 's personnel in Finland is temporarily laid off from one to six weeks in the period from February to June 2009 period .,negative
"The mall will be financed on a parity basis by Pearl Plaza LLC , the joint venture company established by the Chinese investor Shanghai Industrial Investment Holdings Co Ltd , and SRV Group .",neutral
"The maximum amount of the capital loan will be EUR30m and the minimum subscription -- EUR10 ,000 .",neutral
The maximum number of new shares to be offered is 22 million .,neutral
The measures taken will cause one-time costs during the final part of 2006 .,neutral
"The mill will have capacity to produce 500,000 tonnes of pulp per year .",neutral
"The money will be spread mainly over 2011 and 2012 , the company said .",neutral
"The natural source of isoprene is the tree species Hevea brasiliensis , also known as the rubber tree .",neutral
The new activity will incur an investment of about 5 MEUR .,neutral
"The new company will likely hold an IPO on the NYSE or another international stock exchange , according to Altimo which manages the Alfa Group 's telecommunications assets and TeliaSonera 's agreement , which has been published on the website of the U.S. Securities and Exchange Commission .",neutral
"The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc. .",neutral
The new organization consists of two business units : Charging & Messaging and Finance & Administration .,neutral
The new SEPA cads will replace Finnish bank cards .,neutral
"The order comprises all production lines for a plywood mill , company said in a statement received by Lesprom Network .",neutral
"The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine .",neutral
"The order includes a new Crecent former , headbox , and reel .",neutral
The output of the contracts totals 72 MWe .,neutral
"The parties have agreed not to disclose the price of the deal , the group said in a press release .",neutral
The parties have agreed not to disclose the transaction value .,neutral
"The payment date is March 25 , 2010 .",neutral
The plans will result in the introduction of new and highly specialized manufacturing methods and also entail changes to personnel at the facility .,neutral
"The platform is based built on Intel s second-generation MID platform , called Moorestown .",neutral
"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue .",neutral
The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting .,neutral
The purchase sum is about EUR 10mn US$ 12.97 mn .,neutral
"The recruitment is related to the relocation of Stora Enso 's research operations to Karlstad , central Sweden .",neutral
The Remote Radio head module will be available at 4W power for 2.5 GHz and 3.5 GHz TDD frequency bands .,neutral
"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines .",neutral
The restructuring measures will not affect the production of packaging printing material .,neutral
"The sale , comprising the margarine business in Finland and Poland , follows the approval of the Polish competition authorities earlier in October .",neutral
"The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates .",neutral
"The sale will be finalized in September or October , the company said .",neutral
"The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares .",neutral
"The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights .",neutral
"The ship cranes , which will be manufactured by MacGREGOR 's partner plants in China , will be delivered between 2008-2010 for vessels ordered by Chinese COSCO , German Peter Dohle and Hong Kong based Cido Shipping .",neutral
The ship unloader is totally enclosed along the entire conveying line to the storage facilities .,neutral
The site will cover over six hectares .,neutral
"The study was not designed to enable formal statistical evaluation of therapeutic activity , the company said .",neutral
The transaction will take place without payment of merger consideration .,neutral
The unit is planned to be operational during the second half of 2007 and in full stream in 2008 .,neutral
"The wireless industry is bracing itself for the iPhone , which will launch on June 29 .",neutral
Their offering also covers localisation services related to production transfer to the Finnish company 's customers that already have production in Asian market or have made the decision to transfer production there .,neutral
"There are currently some ten shops selling Tikkurila 's paints in Kazakhstan , and more shops will be opened continuously .",neutral
"There have been 15 initial public offerings announced in Sweden this year , compared with two during the same period a year earlier , Bloomberg data shows .",neutral
They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi .,neutral
This is the company 's first contract abroad .,neutral
This release is not an offer of securities for sale into the United States or elsewhere .,neutral
This solution is an extension to the existing online mediation solution delivered earlier by Comptel and IBM .,neutral
"Through its partnership with Finnish Paulig 's Danish subsidiary Oscar , Puljonki acquired a sales organization in the European market .",neutral
"Tieto in Latvia is represented by IT services companies TietoEnator Alise and TietoEnator , which has operations in the industries of Financial Services Cards , Retail and Logistics and IT Outsourcing and Managed Services .",neutral
"Together with Latvia , Cramo will operate 54 rental outlets in the Baltic States .",neutral
Two other sites will be included later on .,neutral
"Under a preliminary estimation , the technology park will measure about 50,000 square meters .",neutral
"Under the changes envisaged , HK Ruokatalo would reduce its number of industrial places of business in Finland from eight to six .",neutral
Upon completion of the sale Proha would get some USD12 .7 m for its stake in Artemis .,neutral
W+ñrtsil+ñ 's aim is to serve the rapidly growing number of vessels and increasing marine activity in the Barents Sea region .,neutral
Valga Lihatoostus markets its products under the Maks & Moorits trademark .,neutral
"We know that it exists , '' Artemyev said .",neutral
We offer our customers solutions based on renewable raw materials .,neutral
"When dialing in , the participants should quote 877417 as conference ID .",neutral
Work on the assignment has already started and is due for completion in spring 2011 .,neutral
"Yesterday , Legrand issued its E300 million fixed rate deal maturing 2017 .",neutral
Yvonne Jones is owner of Chameleon Interiors .,neutral
ZAO YIT Moskovia builds housing in Moscow and its surrounding cities .,neutral
"BAWAG - Is to issue a benchmark , covered deal .",neutral
"JVC will stop producing DVD players in Brazil : JVC do Brazil , a subsidiary of Japan 's JVC group announced it will stop the production of DVD players in Brazil .",neutral
"Swedbank Hypotek - Is to issue a benchmark , fixed rate covered deal in Euros , maturing January 2010 .",neutral
"Argentine agricultural export company Calafate has tapped compatriot firm Finnegans for a software solution , the latter company said in a statement .",neutral
"Finnish printed circuit boards ( PCBs ) maker Aspocomp Group Oyj said on December 4 , 2006 it named Henry Gilchrist senior vice president of the group 's Asian operations , as of January 8 , 2007 .",neutral
` Nordic infrastructure construction is one of our strategic growth areas .,neutral
` Pulp and paper industries are growing in countries like China and Russia .,neutral
"` Sanoma is a buyer not a target , ' he said .",neutral
"`` After the transaction , Tikkurila has no powder coatings-related operations , '' the company said .",neutral
"`` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday .",neutral
`` It wo n't happen overnight .,neutral
`` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand .,neutral
`` Serving customers locally is one of the cornerstones of customer focus for us .,neutral
"`` We have become convinced that we can do that very quickly , '' he told Finnish business reporters .",neutral
`` We know there are some of our own people out there . '',neutral
"+£lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +£lo P+ñrnits , chairman of the supervisory board of +£lemiste City and Mainor .",neutral
"19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details .",neutral
25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m .,neutral
26 January 2011 - Finnish software solutions provider Basware ( HEL : BAS1V ) said yesterday it adjusted its strategy and goals for the next four years with focus on international growth mainly via acquisitions .,neutral
26 November 2010 - Finnish sports-equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today it has obtained a EUR30m Schuldschein note loan from a pool of international investors .,neutral
"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday .",neutral
55 workers in +àm+Ñl will be affected by the close-down .,negative
"A coker crane will be supplied to Tesoro Corporation 's Golden Eagle Refinery in Martinez , California , while a similar crane will be delivered to BP 's Castell refinery in Spain .",neutral
A few employees would remain at the Oulu plant in support functions for other group units .,neutral
A huge issue for us is the button placement .,neutral
A merger between UPM and Finnish-Swedish Stora Enso is not likely either .,neutral
A paper mill in the central Maine town of Madison soon will have a new owner .,neutral
A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .,neutral
"A total of 131000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between May 1 , 2010 and June 30 , 2010 under the company 's stock option rights 2007A .",neutral
"A total of 38,244 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed on 19 April exercising the A-B-C options based on the company 's stock option plan 1999 .",neutral
"A total of 750,330 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed in December exercising the A-B-C options based on the company 's stock option plan 1999 .",neutral
"ABN Amro Capital has agreed to sell its Helsinki-based designer homeware producer , Iittala Oyj , to crosstown consumer products group Fiskars Corp. , for EUR230 million to EUR235 million ( $ 310 million to $ 316 million ) .",neutral
"According to preliminary information by the Finnish Forest Industries Federation , imports of roundwood to Finland increased to about 20 million m3 in 2005 , representing an increase of 15 % from 2004 .",neutral
Finland-based Stockmann Group has closed seven franchising sports stores Nike in Russia .,negative
"Finnish AC drives manufacturer Vacon is acquiring the AC drives business of TB Wood 's , part of the US group Altra Holdings .",neutral
Finnish beverage company Olvi is one of the last listed companies in Finland that has not yet published its financial result for the second quarter of 2009 .,neutral
Finnish department store group Stockmann is planning to acquire about EUR 141mn through a directed issue and a rights offering .,neutral
"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year .",neutral
Finnish power company Fortum reports 89 % of its electricity was generated without carbon dioxide emissions in 2007 .,neutral
Finnish Rautaruukki 's engineering division Ruukki Engineering will re-organise its operations in the Mo i Rana plant in Norway .,neutral
Finnish stainless steel manufacturer Outokumpu in Degefors is planning to recruit new engineers in order to meet a retirement wave over the next few years .,neutral
"Finnish W+ñrtsil+ñ that provides power solutions for the marine and energy markets has opened a Service Centre in Murmansk , in Russia .",neutral
"In Finland , Sampo Bank , now part of the Danske Bank group , will lay off staff from the administrative and support functions .",negative
"Local government commissioner of +àm+Ñl , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +àm+Ñl .",neutral
"Private equity investor CapMan , the owner of Finnish Lumene cosmetics company , is planning to list Lumene .",neutral
"Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's plant in Sievi , in Finland .",negative
"Scanfil , a systems supplier and contract manufacturer to the communications sector , will start personnel negotiations in Oulu , in Finland , to lay off staff temporarily .",negative
"Swedish engineering consultant firm Etteplan is to establish a unit in town Borl+ñnge , by the turn of the month March-April 2008 .",neutral
"The Finnish investment company Sponda is conducting negotiations to acquire the business center Dukat Palace-2 located in the center of Moscow , from London & Regional Properties .",neutral
"According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn .",neutral
"According to Heikkil+ñ , more than just `` refreshment and energy '' will soon be found in soft drinks also in Finland .",neutral
"According to HK Ruokatalo , almost all the meat used by the company comes from Finland .",neutral
"According to L+ñnnen Tehtaat 's CEO Matti Karppinen , the company aims to deliver fish products to its customers a day earlier than it currently does .",neutral
"According to Olvi , the company is already negotiating new agreements .",neutral
"According to Saarioinen 's Managing Director Ilkka M+ñkel+ñ , the food industry sector has a significant excess of production machinery .",neutral
According to the announcement of the Helsinki Stock Exchange the share of Sentera shall be delisted from the NM-list of the Helsinki Stock Exchange accordingly .,neutral
Activities range from the development of natural resources to the retailed marketing of finished products .,neutral
"Additionally , information on business segments , competitors and future outlook are provided .",neutral
"Additionally , the company will terminate a maximum nine salaried and senior salaried employees ' employment contracts .",negative
"Additionally , the company will use the solutions to automate the preparation of financial statements according to IFRS standard .",neutral
Affecto has participated in the program for the development of the Norwegian pension system since 2007 .,neutral
"Affecto will provide a new EFI Data Warehouse and reporting solution , behavioural scoring system supporting operational decision processes and Data Migration from old legacy systems to the new EFI system .",neutral
AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries .,neutral
After 1 April 2007 Cencorp will not have any own employees in the territory .,neutral
"After buying Eukor Car Carriers 50 percent stake , Grimaldi Group is now the sole owner of the Swedish roll-on , roll-off port of Wallhamn .",neutral
"After completion of the acquisition , Poyry 's oil and gas expertise will cover multi-discipline engineering and consulting services across the complete oil and gas asset lifecycle , including deepwater engineering services .",neutral
"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper .",neutral
"After the transaction , M-real will own 30 % in Metsa-Botnia and UPM -- 17 % .",neutral
"After the transaction , Tikkurila has no powder coatings related operations .",neutral
"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday , April 27 , 2007 approximately at 8.30 a.m. Finnish time .",neutral
"AHMS will also offer Hotel and Hotel Project Consultancy , Management Services , Brand Franchise , Training and Sales and Marketing services on a pan-India basis .",neutral
Aktia forecasts Finland 's inflation at 1.1 % in 2010 .,neutral
Aldata noted that its Voice Supply Chain Technology approach enables VDW to integrate with warehouse management systems .,neutral
"Aldata Solution Oyj Stock Exchange Release 11 August 2006 , at 11.00 am ALDATA SHARES SUBSCRIBED FOR WITH 2003 STOCK OPTIONS A total of 95,000 new shares of Aldata Solution Oyj have been subscribed for with the company 's 2003A stock options .",neutral
"ALEXANDRIA , Va. , Dec. 17 -- Reijo Salovaara , Nastola , Finland , has developed a veneer cutter .",neutral
"ALEXANDRIA , Va. , Dec. 19 -- United States Patent no. 7,853,620 , issued on Dec. 14 , was assigned to Nokia Corp. ( Espoo , Finland ) .",neutral
"ALEXANDRIA , Va. , Dec. 22 -- United States Patent no. 7,854,608 , issued on Dec. 21 , was assigned to Outotec Oyj ( Espoo , Finland ) .",neutral
"ALEXANDRIA , Va. , Jan. 9 -- United States Patent no. 7,862,685 , issued on Jan. 4 , was assigned to Kemira Chemicals Inc. ( Marietta , Ga. ) .",neutral
"ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press .",neutral
"ALEXANDRIA , Va. , May 23 -- Matti Harkonen and Pentti Sipponen , both of Espoo , Finland , Osmo Suovaniemi of Helsinki , Finland , and Tapani Tiusanen of Vantaa , Finland , have developed a paper web press device .",neutral
"ALEXANDRIA , Va. , Oct. 23 -- Hans-Otto Scheck of Espoo , Finland , has developed a method of identifying remote radio units in a communication system .",neutral
"ALEXANDRIA , Va. , Oct. 6 -- United States Patent no. 7,804,288 , issued on Sept. 28 , was assigned to Vacon Oyj ( Vaasa , Finland ) .",neutral
"Alma Media Corporation Press Release 15 March 2010 TYRVAAN SANOMAT AND PAIKALLISSANOMAT BEING BOUGHT BY SUOMEN PAIKALLISSANOMAT Two local papers , Tyrvaan Sanomat and Paikallissanomat , appearing in Sastamala and its neighbouring municipalities , are to be bought by Suomen Paikallissanomat Oy .",neutral
"Alma Media Corporation PRESS RELEASE March 25 , 2010 TYRV+ä+äN SANOMAT PURCHASE CONFIRMED The business operations of Tyrv+ñ+ñn Sanomat Oy will be transferred to Suomen Paikallissanomat Oy .",neutral
"Also Finnish Industry Investment , a government-owned investment company , will participate in the project .",neutral
"Also in Latvia , we act as a partner for bakery customers in both production and product development .",neutral
"Also Ruukki Construction , Rautaruukki 's construction division , is initiating employer-employee negotiations at its sites in Alaj+ñrvi , Vimpeli and Per+ñsein+ñjoki in Finland .",neutral
"Also the city 's insurance company , If P & C Insurance , has said it will not pay compensation .",negative
"Altogether CapMan employs approximately 150 people in Helsinki , Stockholm , Copenhagen , Oslo , Moscow and Luxembourg .",neutral
"Altona stated that the private company of Altona chairman Kevin Maloney , Tulla Resources , would take up its entitlement in full .",neutral
"An acquisition of TeliaSonera would be France Telecom 's biggest since its 2000 purchase of Orange plc for  27.8 billion ( $ 55.1 billion ) and would create the world 's fourth-largest telecom company behind AT&T Inc. , Verizon Communications Inc. and NTT Corp. of Japan .",neutral
An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007 .,neutral
An EU law on the issue may be introduced around 2010 .,neutral
"And earlier this month , the company signed a deal with India-based information technology services giant Wipro Technologies to transfer and sell its radio access related R&D activities in Berlin .",positive
Another firm Air Liquide was exempted because it left the market in 1998 .,neutral
"Apartments of YIT Home may be purchased in 5 regions of Russia , where YIT subsidiaries carry out their activities : Moscow and Moscow region , St. Petersburg , Ekaterinburg , Kazan and Rostov-on-Don .",neutral
"Approximately SEK 166 million in repayments has been demanded for overcharging in the Stockholm area , with the remaining SEK 87 million taken from the Western coast , the inspectorate said .",neutral
Arena Partners Oy is a development company for electronic business .,neutral
"As a condition to the deal , Savcor Alfa has to have bought Photonium and Akseli Lahtinen Inc. 's business operations prior to the deal .",neutral
"As a result , the company has decided it will implement fixed-term temporary lay-offs .",negative
